Actual_Sales,Predicted_Sales
6342,6956.6157
5142,6122.7466
5525,6181.8115
6454,6983.584
5913,6490.3423
8114,8255.408
8900,9085.123
8180,8389.669
8416,8055.8936
5925,6851.469
6364,6487.029
6592,6456.4805
7601,7229.4785
8795,8332.662
6223,7032.2104
7371,8431.104
6470,7458.993
6902,7091.3022
6475,6897.0137
7737,7793.4526
5630,6833.1226
5301,6336.398
5623,5896.3623
4997,5543.8574
5814,6563.962
4912,6062.0483
6644,8167.395
6042,7185.5806
7841,7873.3843
11395,10329.825
6668,7444.074
8939,8885.809
7386,7971.321
6022,7270.552
6287,7618.5254
6762,7890.9683
6199,6983.575
5546,6357.5303
5725,5957.614
5025,5606.4634
5762,5634.062
6590,7037.429
5957,6598.638
7013,8561.552
5499,6815.3916
5749,6613.9414
6214,6738.15
7234,7591.925
5755,6513.2446
5470,5963.8027
4824,5372.359
4305,5195.9907
5174,5478.217
6767,7143.346
6351,7462.6904
7738,8768.903
6266,7666.816
7080,7244.475
7413,7356.516
6867,7551.1284
5147,6072.2754
5471,6250.3716
4634,5472.8486
5442,5884.7144
5669,5953.14
6470,6731.8955
5618,6354.45
7952,8745.386
7407,7477.5137
6792,7007.229
6813,7170.6177
7593,7642.29
6066,6318.8247
4196,5253.7876
4698,4981.2466
5299,5287.736
4753,5144.2207
5010,5874.8716
5111,5479.667
6829,8681.377
7711,8085.1074
7815,8197.349
6727,7276.4966
6900,7471.5103
6088,6897.722
6159,6235.3936
5690,6012.8613
5177,5351.1475
5344,5745.0137
5452,6389.958
5261,5938.7427
8034,8878.582
6731,7422.97
6038,6600.6064
6606,7079.5415
6430,7192.248
5349,5929.681
4769,5333.4067
4975,5219.692
4520,4974.328
4628,5049.1924
5074,5715.319
5345,5653.6226
7664,8400.354
6481,7223.687
6220,6831.3257
5961,6792.8115
9350,8651.76
7447,7349.0366
7492,6720.73
7371,6466.5547
6250,6197.46
5172,5958.5845
5816,6331.604
5642,6687.9355
9398,9414.181
7494,7570.1753
7103,7423.9355
6833,7345.7954
7192,7614.896
4949,6189.4595
4736,5434.3447
4875,5277.184
4309,5031.7896
5200,5395.4033
5158,5930.9917
4849,5699.0664
6734,8082.314
6190,7058.812
5628,6218.247
5450,6300.2407
7565,7631.897
5616,6523.3037
6521,6818.8916
5876,6562.556
6818,6713.1973
6805,7231.7676
5717,6784.3228
8438,9074.918
7741,7813.8696
6541,7047.789
6676,7250.4863
7678,7393.2085
6108,6646.5776
5874,6135.746
5157,5374.9565
4983,5382.94
4821,5670.6094
5670,6244.7393
5445,6234.258
7027,7967.5327
5965,6751.11
5696,6150.9604
5845,6250.6826
6091,6854.523
5226,6008.2124
4636,5350.196
4805,5557.169
5493,6125.791
7705,8415.198
7738,7701.4727
9210,8967.521
7656,8270.101
6807,7543.1714
6458,7173.312
8334,7980.8423
5713,6996.8457
4942,6072.2646
4996,5479.01
5205,5590.151
5098,5639.6294
6401,6878.9688
6542,7042.183
8673,8670.212
6891,7580.7153
6163,7008.557
6849,7278.993
7022,7490.889
5984,6906.18
6514,6767.8667
5666,6535.4253
5574,6169.4507
6151,6817.876
8045,8303.236
8382,8388.48
9983,10320.925
8215,8823.291
7128,8769.269
9403,9026.855
8447,8788.606
6290,7693.1177
6263,7008.025
5792,6370.6235
6411,6782.6094
6203,7042.7056
6645,7710.2485
7338,7730.6455
13072,13030.181
10995,11126.904
9603,10262.784
10016,10247.873
10911,10661.371
10163,10050.871
13085,13915.549
5671,5675.159
5583,7130.7007
5902,7483.199
8856,8947.914
4160,4856.499
6197,6397.25
6197,6864.5684
6135,7029.382
10002,9819.637
7512,8444.1875
7052,7703.504
5679,6977.63
7651,7891.5444
5995,6579.195
4549,5373.365
5195,5572.8687
4474,5238.645
5118,5540.1196
6302,6657.059
5195,6448.9136
8568,9122.058
7348,7631.322
5876,6850.446
6125,6897.839
6936,7340.7173
5680,6484.8545
4777,5039.7
4703,5326.563
5014,5253.183
4809,5344.5923
7615,7748.861
6661,7351.3774
10070,9643.162
7806,8285.801
6439,7397.978
6305,7429.5073
7082,7471.6973
6300,7173.351
5996,6315.9976
5212,5723.6885
5092,5534.902
5226,5840.6694
6832,6964.192
6043,6901.8774
8411,8672.296
7209,7471.876
6269,7111.821
5127,6480.8364
6360,7201.9463
5725,6400.0225
4735,5404.83
4479,5050.658
5206,5491.3765
6106,6022.8135
7557,7538.2915
6789,7575.3906
9326,9045.676
7874,8079.51
7123,7568.4824
6796,7535.1855
7743,7909.3257
5633,7030.745
4955,5639.818
5278,5708.5303
4500,5222.777
4949,5648.551
5657,6559.874
6394,6901.2856
8160,8670.26
6421,7443.993
5949,7019.0723
5055,6566.7783
6861,7160.1885
5554,6329.4897
5668,5775.8257
4887,5336.943
4834,5098.074
4891,5427.169
5589,6706.547
6201,6977.4
9498,9604.66
8419,8312.7705
6958,7903.2344
7152,7544.27
8744,8326.96
5718,6817.5454
5868,6278.923
5246,5777.9487
5178,5883.46
5021,5793.118
6700,6745.316
5199,6278.7188
8549,9288.882
8528,8427.397
8558,8271.492
8533,8732.342
8230,7663.2944
5384,6245.215
4771,5303.2896
4274,5177.5317
5744,6264.154
5409,6348.204
9046,8846.326
7779,8260.742
9314,8959.093
9813,10047.864
6004,7064.4053
7965,9139.954
7522,7987.5747
7512,7783.563
6571,7635.828
7347,8010.5073
6561,7317.1855
5311,6077.5664
5061,5738.2705
5414,5774.873
4663,5519.0396
6101,6611.2744
5693,6551.404
8677,8730.651
6637,7480.497
5877,6967.674
5506,6588.226
7303,7595.749
5557,6320.3896
4573,5556.4414
5568,5618.3564
7469,7155.399
8754,8498.987
6804,7603.16
10105,9639.781
7962,8511.14
7171,8033.302
6285,7784.4507
8102,8171.0376
5796,7107.76
6564,6631.9263
5382,5997.7983
5969,6273.4087
6768,7087.752
6148,7053.1187
8994,9121.718
8067,7896.1724
7904,7838.897
8873,8761.639
5826,6537.1924
5216,6008.86
4739,5673.901
5149,5543.5547
4521,5269.793
5891,6666.125
6189,6840.215
11536,10824.116
8628,8813.494
8563,8342.829
6998,7895.902
7556,8182.5815
6419,7202.2417
5428,6435.2383
5438,5719.4683
4595,5388.2876
4568,5968.3037
5444,6507.796
5482,6579.271
8031,9167.3125
6671,7518.9917
6094,6839.728
5945,6869.4644
5588,7086.5435
5166,6091.847
5126,5499.871
5121,5259.456
4491,5176.618
5000,5332.7354
5696,6103.1646
5026,5771.077
6789,8445.326
6657,7376.5015
6801,7499.018
7890,8210.975
8249,8186.73
6278,6690.1587
8583,8968.318
6970,7579.9307
6907,7164.652
6275,7116.6113
7631,7581.654
6038,6656.3945
6150,6440.483
5146,5621.226
5494,5629.5327
5331,5588.4204
5562,6446.107
5571,6693.585
9437,8800.685
8564,7791.5684
7040,7429.8496
6458,7168.6123
6711,7432.0234
5460,6533.208
4855,6151.4272
4696,5140.35
4798,5372.248
5727,6001.6836
7404,7611.8706
7335,7487.903
10263,9854.752
7958,8350.538
6281,7308.6675
6270,7413.34
7007,7628.036
5020,6050.38
5382,6117.57
5350,5614.6235
5160,5660.198
5154,5824.313
5782,6413.331
5643,6786.8154
7990,8625.1
6551,7486.4365
6026,6737.757
6132,6925.6724
6898,7413.3413
5863,6706.1255
4781,5679.296
4422,5227.255
4209,5041.0845
5019,5275.1235
5420,6168.0093
4933,5882.1577
7629,8467.498
8064,8407.92
8056,8124.905
8935,8495.997
7196,7428.53
8125,8810.9375
6393,7543.613
6009,7042.678
6439,7307.8325
6265,7353.393
5499,6393.019
5010,5592.938
4942,5298.9277
5228,5541.4956
4816,5352.848
5576,6426.4126
5043,6295.213
7841,8237.38
5957,6578.416
6464,6636.527
5898,6785.9863
6587,7015.9976
5631,6209.4277
5063,5803.492
5065,5923.609
5002,5460.5664
6642,6811.6973
10064,9910.33
10934,10022.87
8652,8766.076
7514,7934.2837
6423,7664.3833
7708,7833.528
5654,6970.258
7635,8602.339
6995,7598.4614
6800,7314.359
6073,7336.6216
6983,7772.042
5817,6884.634
4879,5979.0303
5432,6020.7603
4860,5702.656
5062,5635.771
5982,6696.7295
6536,7140.442
8353,8976.505
6523,8120.737
6531,7826.222
7066,8200.76
10050,9407.609
8060,8451.128
9411,10236.949
8252,9094.948
7979,9116.33
7898,8987.717
10866,10368.464
6473,7662.8027
5772,6845.9834
6896,7036.104
6195,6618.658
6578,7052.234
6302,7070.7915
7076,7908.681
11572,11649.298
9945,10345.177
8750,9812.155
9986,9930.183
9696,9876.049
8478,8786.56
11253,12406.887
11698,12122.052
5918,6149.6445
5485,7261.3164
7117,7727.85
9061,8480.102
4757,5065.732
7217,7595.878
5650,7108.346
9332,9521.467
7333,8078.626
7159,7767.1357
5765,6594.772
8160,7897.498
5528,6474.8525
8328,8720.097
6821,7533.1855
6739,7185.014
6224,7002.5293
7975,7970.0083
5632,7250.389
4801,5707.2114
4812,5636.667
4725,5365.169
4412,5115.687
6051,6517.953
4275,5232.9185
7996,8214.347
7632,7660.2812
5556,6796.2437
6652,7465.7944
8223,8671.458
7304,7827.1294
8644,8935.265
7370,7906.8735
6992,7579.9043
6026,7435.111
7730,7839.874
5940,7046.4517
5202,5837.315
4954,5832.7607
5559,5935.119
5699,5911.689
5805,6746.401
6618,6928.879
8009,8596.027
6604,7403.1255
6095,6882.573
6005,7049.53
6676,7317.3413
5806,6546.7495
4663,5371.3203
5116,5552.7285
4599,5171.766
5418,5651.4136
8046,7319.6523
7155,7392.4243
8947,9292.836
7096,8082.5405
7289,7597.0894
6580,7585.259
7323,7871.6763
5493,6485.4106
5656,6165.3364
5801,5849.58
5145,5648.7026
5555,5799.12
6353,6866.0503
6035,6986.1016
8664,8808.027
7116,7587.183
6260,6886.7246
7223,7224.272
7682,7641.133
5675,6159.3345
5308,6080.661
5187,5767.8486
4623,5315.482
4732,5432.1626
6156,6858.2686
6209,6960.9536
8958,9810.178
8819,9338.869
10061,10142.659
10339,10616.653
9117,8592.229
5785,6584.173
4735,5583.6416
4662,5757.774
5556,6514.4683
6293,6913.84
8941,9223.87
6741,8130.402
5909,7054.208
6559,7657.485
8422,8039.3203
5991,6502.6577
4831,5674.0713
4665,5628.529
4753,5480.33
4451,5230.1953
5520,6486.235
5690,6384.0347
7983,9113.975
7421,7917.6367
7328,7984.046
10390,9728.481
7508,8231.565
10164,9398.989
8150,8296.724
7534,7888.1333
5716,7465.497
7663,8295.133
6741,7669.05
5015,5956.843
5897,6502.5317
7416,7473.002
7374,7512.6177
6106,6772.0356
8381,9145.095
7156,7722.9736
6346,7352.372
6645,7429.846
7000,7565.7407
5874,6658.1504
6926,6937.087
5281,5912.9224
6193,6707.2695
8337,8190.3384
7155,7878.614
9805,9785.373
8601,8844.774
8985,9011.163
8915,8817.715
5346,6666.0073
6101,6821.9067
6040,6483.3193
5636,6036.131
4514,5858.838
6318,6914.821
6018,6723.3926
9775,9703.477
7743,8303.408
6042,7318.695
6671,7358.172
7764,8204.057
6231,7020.159
6302,6125.892
4706,5412.3896
5500,5777.46
4990,5689.5864
5903,6826.687
5529,6370.8896
8602,9358.246
9176,9459.382
8293,8518.818
6824,7779.377
7324,7990.956
4774,5953.0664
6282,6789.581
5170,5630.4473
5541,5903.436
5845,6191.6797
5491,6561.761
4920,5647.7305
8965,9051.181
7678,8057.414
6312,7184.4307
6798,7311.6895
6810,7392.192
6031,6667.4473
5873,6577.105
5169,5541.9546
4751,5346.5405
5126,5694.2705
5619,6510.536
4910,5683.9634
8129,8820.774
7367,7846.6265
5923,6769.589
7241,7810.768
8926,8872.302
6146,6617.9707
6795,7474.077
7244,7558.7446
5207,5167.0913
3841,4556.5464
4950,5057.905
4651,5103.795
4679,5227.2676
5273,5588.466
4928,5017.5234
11391,10689.5205
8022,8630.885
6683,7188.8447
6560,7023.323
7219,7851.1895
4751,4687.2344
4424,4921.401
4393,5012.4727
4459,4793.8438
5323,6045.7007
6188,6638.558
5378,5522.1333
10728,10872.512
8815,9015.067
6571,7386.224
6648,7218.174
6605,7297.695
4993,5130.8765
4484,5311.816
3707,4459.979
4012,4981.461
4511,5284.3325
5440,5776.4775
5283,5376.3945
9023,9885.3955
8534,8429.728
6278,6806.062
6795,7168.3813
7153,7653.4653
4915,5122.678
10769,10502.248
8897,9047.313
7428,8426.496
9542,10316.593
7731,8166.0405
5688,6531.9307
4806,5154.415
4653,5219.0806
5273,5652.271
5278,4836.675
10216,9628.166
8192,8618.8955
6333,6802.09
6839,7019.9106
7531,7549.3525
4806,4894.6914
4712,4800.1406
5017,5072.5337
4073,4376.5635
4821,4910.9194
5361,5625.2686
4612,5244.354
9048,9375.708
7546,7808.6636
5833,6312.1133
5676,6123.8774
7585,7066.1104
5152,5295.2705
10052,9685.106
10645,10389.682
8363,8646.51
7889,8611.648
5569,5304.168
5741,5970.5825
5617,6132.328
6150,6249.4697
6352,6663.942
5357,5461.6567
9551,9694.246
8345,8534.561
7473,7169.1777
6632,6940.9653
7603,7491.283
4541,5154.478
5666,6226.2
4281,4823.652
4956,5203.9214
5270,5775.0425
4431,4564.664
9101,9469.702
8507,8327.844
8692,8565.414
10213,10854.921
6283,5853.485
10096,9982.549
8655,8804.344
6445,7231.838
6885,7058.539
7106,7280.758
4504,4942.5146
4605,5378.7896
5015,5413.869
4285,4715.4727
4521,4850.275
5889,6113.165
4880,5125.6216
9155,9616.848
7264,7732.954
5596,6366.3115
5862,6168.691
6861,7546.051
5039,4859.73
4573,5268.8296
4426,5112.421
3851,4640.528
4798,4825.794
6377,6521.248
5363,5647.0835
10349,10794.481
8101,8882.411
6906,7147.2197
6818,7412.871
6942,7377.458
4522,4710.408
4519,5128.793
4277,4949.9624
4182,4590.5347
4430,4800.331
5114,5799.331
4429,4611.9976
10871,10547.113
8716,9258.031
6933,7736.852
6438,7427.1357
7013,7846.7666
4576,4687.967
4734,5232.957
4334,4700.1553
3994,4513.313
4409,4818.933
4595,5105.2495
3310,4260.6777
10398,10640.449
9415,10012.14
8766,9399.385
7672,7717.809
6980,7460.1836
4742,4800.7427
5176,5645.988
4843,5167.9375
4634,4649.634
4585,4750.893
4813,5286.0444
4087,4282.121
10414,10313.165
9369,9073.808
6895,7454.167
5868,6697.5664
6534,7294.713
3914,4387.3574
4554,4755.67
4112,4817.238
3604,4402.332
3384,4372.4507
4381,4779.997
3607,3922.8225
9022,9517.093
7473,8189.1436
5210,6036.5503
5917,6331.3477
7860,8664.937
5012,4966.348
5288,5807.3853
5182,5740.479
3904,4519.9507
3880,4553.252
4767,5048.6104
4504,4440.741
11202,10466.631
8446,8631.677
6688,6944.955
6702,7172.0913
7408,7920.5034
4816,4950.929
4365,4679.8535
4650,4810.5596
3695,4395.5137
3951,4284.969
4750,4953.6123
4097,4123.3047
8867,9313.84
7197,7797.598
5816,6014.1206
6062,6343.564
7084,7399.8623
4570,4655.852
6311,6789.862
5007,6009.2534
4747,5517.8457
6406,6761.8447
5105,5349.992
11161,10515.709
8383,8698.173
6939,7053.361
6544,7305.6016
7350,7800.534
4579,4712.4307
4701,5274.9297
4691,5019.663
4402,4727.3403
4462,4816.445
5064,5412.166
4589,4417.45
8785,9113.489
6506,7435.0913
5810,5922.3228
5712,6213.884
6004,6799.526
3830,4630.705
4416,4832.078
4796,5653.5093
5045,5463.421
6800,7184.9424
6163,6368.7573
10291,10262.055
9680,9441.669
7401,7667.282
6077,6793.047
7609,7811.3066
4924,5279.7476
4582,5317.868
4860,5370.909
4413,4956.007
3899,4694.109
5114,5806.404
4817,4891.728
9553,9742.965
8403,8448.552
6791,7443.0557
5601,6780.1255
7206,7639.7964
4740,4951.3145
5323,5662.2817
4973,5480.5166
4952,5335.703
4897,5814.9814
7166,7555.4624
6628,6957.424
12218,12197.812
10060,10499.107
8850,8746.581
7873,8595.597
8134,8414.541
5361,5749.6934
5540,6197.101
5971,6325.067
5197,5543.136
5323,5758.668
6179,6715.9346
5572,5636.573
15168,15149.7295
12541,12010.225
9693,10133.801
9312,9680.836
9964,10472.179
7931,7879.748
11165,10520.083
4537,4431.937
5741,6587.032
5051,5412.281
7606,8110.8
4369,4255.1396
4896,5284.669
5412,5824.1636
5072,5356.702
11563,10834.544
8860,9478.517
6672,7478.161
6026,6880.7773
5524,7175.9316
15385,11479.7705
12110,9527.664
8761,7809.5947
9083,7980.5376
11692,10245.548
8647,7907.09
12836,11624.314
10685,10668.393
7623,8280.835
7556,7913.1895
7882,8342.258
5766,5850.075
5552,6321.831
6207,6297.584
5157,5608.939
5217,5486.5615
6956,6801.855
5383,5479.193
10830,10504.89
9160,9394.075
7320,7513.4346
6506,7355.0596
6865,7480.431
4916,5252.4517
5012,5720.227
5236,5863.1035
5033,5295.953
4741,5191.458
6964,7424.33
6480,6759.911
8171,9667.967
10193,9446.606
8051,7792.4844
7619,7427.1426
8502,8062.9233
4416,4934.2256
5240,5437.459
5141,5389.202
4375,4785.717
4801,5098.123
4883,5446.316
5291,5475.7236
9811,9751.404
7839,7976.665
7239,7286.6304
6369,6670.466
6853,7178.0684
5379,4970.7607
5460,5289.4414
4975,5526.553
4174,4644.2153
4607,5065.127
5486,6363.0757
4861,5067.774
11744,11599.222
9074,9484.645
7816,8150.7153
7766,7671.6006
8125,8359.783
5054,5060.249
5569,5698.3613
5750,5594.139
4981,4923.992
5406,5552.18
5839,6207.172
4747,4654.404
11447,11000.464
10470,10004.334
7794,8312.941
8626,9185.486
6797,6681.497
5242,5808.1943
4578,4883.8804
4439,4721.891
5222,5625.566
5222,4638.432
11451,10353.857
10561,9715.966
10719,10583.772
10737,10628.11
5670,5883.456
10416,10228.128
8800,9038.387
6709,7350.2363
7267,7544.7383
8303,8273.515
6237,6189.194
5109,5761.711
5620,5948.7974
4428,5007.877
4927,5389.9395
5551,6003.112
4600,4779.245
11906,10436.541
9242,8952.472
6876,7216.713
6834,7001.736
7515,7928.463
4864,4930.2847
5248,5684.7036
5915,6120.365
6589,6754.966
8691,8890.593
5925,5773.51
11413,11123.692
9740,9718.319
7727,8074.55
8205,7738.8423
8310,8221.697
5437,5397.908
3798,4954.2104
5348,5714.018
5944,6085.8047
5609,6284.045
5475,5442.229
10634,10070.913
9193,9005.982
8071,8156.16
9012,8936.694
4819,5188.395
5106,5588.332
5175,5610.3516
4440,4887.68
3942,4790.2373
6037,6076.3555
4975,5232.357
12566,12726.128
9479,9389.144
8732,8765.369
7546,7998.048
6923,7583.7524
5285,5278.2417
5622,6178.967
5514,5776.274
4771,5002.374
5283,5802.17
5603,6046.1235
4977,4808.9014
10277,9946.23
8142,8485.301
6826,7457.371
6870,7209.2554
7277,7348.6724
4167,4748.9604
5504,5327.0957
5812,5682.606
3956,4746.7935
4987,4792.7817
5245,5355.965
4697,4627.8296
9756,9776.179
7642,8573.886
6950,7682.1123
8158,8436.656
7985,8133.639
5052,5022.6724
9996,10070.19
9032,8438.194
6393,6832.918
5594,6639.8584
6800,7301.4824
4679,4787.4336
5414,5625.077
5605,5557.52
4693,4854.0503
4498,4949.5503
5252,5446.178
5112,5119.908
11115,10158.806
8797,9019.683
6474,7408.583
6018,6770.9653
7537,7658.159
4362,4640.5854
5257,5325.0527
5654,5408.301
4370,4785.4854
4976,5016.0264
7742,7191.041
5960,5597.2773
11762,11132.055
10328,9330.833
7732,7668.3545
7133,7312.971
7328,7845.7817
5222,5075.472
5757,5838.8657
5281,5391.25
4427,4844.0303
5176,5130.4204
5535,5882.484
5087,5119.524
9359,9709.97
8310,8178.0933
5752,6511.779
5693,6483.962
7117,7029.523
4690,4736.2397
4779,5005.0327
4459,4814.759
4096,4526.503
4680,4689.89
6186,5712.2705
4741,4576.9834
9549,9682.055
10958,10821.493
8650,8595.666
8628,8885.605
6342,6365.204
10974,9904.484
8614,8623.54
7120,7132.695
7661,7118.808
7092,7298.4478
4579,4961.965
5097,5189.29
5244,5288.844
5114,4850.981
4110,4802.3125
5416,5597.3315
4795,4634.191
8661,9143.851
6893,7387.622
6767,6550.812
6234,6439.968
7026,6976.375
5219,4784.7695
4668,5307.1636
5199,5783.5093
5246,5150.969
6611,6618.229
8328,8094.9507
13083,11429.796
9589,9733.25
8111,8419.521
7242,7711.0205
8111,8208.669
5786,5621.3267
9703,9275.313
7859,8462.029
7120,7294.423
6691,7021.156
7184,7413.4062
5674,5488.793
5288,5922.1284
5300,5517.1323
4221,4959.0806
5038,5421.524
5941,6301.5967
5214,5237.3994
11488,10052.237
8444,9302.732
7149,8015.069
8056,8220.313
9878,9910.182
7390,7533.72
11364,11445.903
10139,10057.869
7637,8408.468
8370,8370.166
9224,9150.553
5624,5970.4526
6085,6362.3013
6170,6429.073
4943,5201.002
5355,5677.9907
5869,6037.488
5996,6152.422
14680,13025.232
12546,11574.105
9016,9490.846
10037,9772.536
10230,9866.82
7404,7739.2754
10108,9631.381
11040,10205.762
4114,4228.299
5341,5730.8647
6396,6972.3657
8077,8074.266
4279,4085.134
5504,5726.882
4823,4730.5366
10229,9757.484
8664,8349.729
6724,6937.1406
6143,6243.351
7154,6876.6357
5575,4858.9087
9928,9181.635
8435,7752.1387
6679,6872.132
6725,6660.9844
7534,7559.822
4879,4990.547
5281,5325.1284
4820,4981.596
4471,4495.5264
4400,4493.1587
4451,5185.757
3944,4491.466
10293,9040.843
8773,8271.184
6247,6643.2583
7174,7137.7725
8588,8605.459
6776,6657.4893
10889,9806.586
9626,8814.998
6514,6977.3877
7122,7279.4224
7759,7618.11
5643,5574.5576
5462,5638.8413
5343,5528.8833
4612,4966.0986
5529,5499.0454
6328,6346.7915
5915,5670.128
8235,9102.516
5351,6349.752
7803,7302.909
7477,7145.892
8126,7471.174
5634,5169.5312
4928,5120.614
5131,5335.705
4225,4877.7676
5210,5489.7266
7346,6786.351
6651,6221.74
11411,10735.779
9714,9367.601
7102,7797.7183
7692,7750.8433
8554,7733.7446
5162,5298.2056
5325,5325.3047
5308,5348.075
4798,4999.126
5257,5322.6562
5455,5683.69
4587,5294.337
10622,10087.245
8051,8376.061
6265,7118.621
7221,7401.178
6856,7348.179
5093,5140.4355
5559,5475.5303
5236,5304.9004
4431,4860.6523
5056,5040.2495
6190,6352.071
5301,5393.108
11867,12033.988
11586,11156.385
10835,10439.879
10055,10844.933
7624,7452.2344
6672,6620.8394
5105,5657.876
5085,5290.763
5495,5652.726
5283,5099.196
10953,10038.072
9383,9045.972
6737,7498.4336
7192,7626.731
7850,8235.401
5363,5493.787
5040,5518.9976
4964,5293.417
4310,4787.8574
5016,5160.1313
5269,5713.1255
5003,4997.979
10725,9908.409
9746,9606.893
7942,8634.9795
10643,10765.456
7360,7375.077
10585,10309.032
9997,9239.694
7690,7634.926
7894,7668.894
8957,8140.9453
5866,6112.5522
4459,5422.757
5447,6025.4873
5862,6341.9966
6551,7016.5015
5230,5224.974
9826,9742.819
8875,8729.5625
7760,7500.364
7152,7271.15
7332,7618.153
5761,5425.481
6842,6618.2695
5655,5601.389
5720,5915.467
7803,7830.1226
6299,6730.2495
12322,11550.128
10583,10162.84
9457,9206.876
10456,9243.345
5378,5697.2847
6420,6665.0767
5775,6466.619
5030,5314.111
5295,5493.779
6179,6271.2393
5617,5416.5537
11114,10371.398
10317,9359.079
7312,7579.2563
7918,7671.1626
7654,8178.6333
5675,5404.251
5795,5959.817
5878,5727.672
4928,4911.345
5167,5227.2593
5448,5599.9663
5309,5221.3047
11315,10944.594
10692,11294.538
7272,8142.968
7229,7784.732
7209,7822.673
4160,4856.6016
6224,6381.456
5150,5566.7056
4616,5223.156
4947,5482.2446
5679,5932.489
5020,4941.837
9988,9825.822
8683,8597.866
7373,7391.3086
7428,7323.2124
6213,6971.337
4483,4859.588
5368,5638.1694
4657,5080.912
4139,4871.9453
5151,4830.9414
4801,5230.966
4943,4660.71
9092,9473.375
8034,8230.245
6185,6563.5454
7332,7332.391
9370,9292.03
12782,11506.949
11743,11738.763
9602,9510.702
3264,3364.8767
9618,8749.023
9252,8950.227
8399,7731.695
8575,8611.028
7930,7687.209
3289,3064.9429
19430,19654.898
13198,12656.828
10974,10490.436
11372,11519.905
10599,10238.285
3375,3137.4958
8091,7880.403
8495,8538.544
8758,7845.2993
10940,10768.94
9068,8553.672
4510,4004.5806
19541,20359.043
15976,15338.023
10860,10941.324
12791,12111.514
9509,9667.712
3536,3389.8555
9296,8370.796
8728,8478.7705
7951,7736.2573
9864,8837.611
8629,7835.816
3849,3520.8838
22595,20804.307
17864,16280.897
16344,13846.142
14824,13798.742
14402,12188.223
4790,4423.4653
16551,16541.46
16430,16878.023
14725,13838.718
16230,17280.95
6524,7373.5396
10416,10005.995
8616,7916.5435
10085,9426.962
8088,7604.7007
3710,2997.4229
16018,15079.367
14887,14144.272
10253,10387.099
11404,11397.505
9983,9520.14
3612,3467.574
8903,7743.3916
8885,8839.681
8400,7383.1
9406,7875.705
8035,7302.698
3999,3525.0981
15136,14855.742
12940,12940.847
10127,9745.712
10692,10461.811
9468,9176.555
3564,2951.024
17888,16751.041
15617,16413.46
14272,14065.567
11689,11099.189
3672,3459.411
9790,9304.6045
11109,10059.857
9620,9099.425
11111,9926.991
4555,4466.43
16341,15738.494
14330,14479.631
11239,10357.694
12308,11774.271
10610,10070.826
3563,3029.769
11774,10983.428
8633,7415.058
9830,9196.868
8140,7497.2637
3412,3439.5718
16409,14981.672
15544,14651.354
12505,12304.346
14573,12838.138
12946,13265.458
4159,3830.8477
2607,2162.8987
11964,12401.08
11884,11371.808
13238,12080.85
10890,10025.733
3978,3549.19
9581,8412.658
10201,9793.464
9002,7790.625
10003,9035.262
9229,7981.539
3773,3773.789
18134,17002.062
14530,13258.613
10227,9816.116
11152,10521.909
10608,10056.573
4171,3847.3638
9752,9473.31
9129,8282.616
9028,7997.887
10368,9700.421
10209,9159.595
4469,4295.583
19248,18059.963
15738,15933.437
12028,11161.765
13266,12159.392
10332,10140.004
4264,3882.4978
10176,9333.953
11413,10407.008
9373,8312.152
10051,9628.42
9589,8188.963
4443,3774.5466
19419,17608.932
16207,14551.098
11687,10793.481
12811,11732.739
10915,10159.392
4205,4119.9683
8895,8532.327
8730,8576.424
7786,7489.4834
8153,7880.8916
8035,7106.9404
3678,3145.285
17596,15482.162
17197,16516.86
14966,14261.12
12766,12765.496
10414,9995.18
4091,3827.562
10090,9539.143
8831,8915.956
8712,8046.469
9920,9168.51
8423,7460.0464
3700,3618.0266
19367,18012.268
16001,15681.636
11993,11573.249
12343,12388.938
9325,9577.053
3842,3566.9863
9543,9596.301
9769,9344.951
7908,7576.933
9281,8441.4375
8241,7669.536
3304,3013.5933
18738,17510.926
14875,14335.347
12860,11969.61
14055,12939.775
11580,11936.254
3840,3924.6597
9942,9208.921
9813,9238.28
8522,7757.966
9095,8575.673
7849,7322.2275
3204,3029.3926
17398,15828.386
16167,14915.888
11828,10709.982
13498,12393.193
12071,12097.529
3693,3695.9775
8902,8216.784
8752,8677.987
7463,7092.1055
8721,8192.213
7766,7012.883
3152,2862.3303
16315,14674.743
13740,13142.861
10872,10210.807
11853,11077.582
12348,11073.424
3857,3576.9329
10297,9761.733
10618,9762.178
8643,8308.92
9728,8827.645
3409,3098.2227
20334,17883.291
15295,14955.507
12094,11060.972
11369,10665.459
10665,9771.246
3537,3678.49
11220,9300.668
9773,8755.421
8464,7753.6143
9562,8394.204
8597,7484.2373
3459,3100.2305
16158,14971.982
14056,13057.182
9998,9512.662
11113,10346.368
8724,8761.732
3638,3185.5044
8530,7962.5337
10754,9808.89
9821,9242.45
11462,9994.713
4154,3890.4214
18640,17575.143
15607,15152.021
12263,11247.572
11551,11370.246
10523,9857.1875
3212,3326.4097
9244,8512.222
10126,9152.896
8141,7768.461
8656,8406.991
9024,8123.433
3542,3365.3826
18926,18140.264
16765,15975.439
14500,13579.63
10837,10737.929
4007,3727.406
12238,10794.842
11537,11120.519
9729,9395.161
10687,10357.709
11306,10429.082
4883,5640.4263
